386.71	0.75	0.725	-314.182	-46.218	45	15.806	20.072
301.544	0.7	0.671	-102.679	-62.826	46	-1	20.072
359.627	0.713	0.512	-150.343	-34.524	47	10.015	20.072
329.669	0.863	0.713	-250.028	-29.341	48	21.371	20.072
*	0.825	*	-342.41	-8.034	49	20.023	23.512
302.398	0.75	0.765	-284.852	-34.857	50	10.927	20.072
161.752	0.4	0.45	-359.155	-106.192	51	-76.494	20.072
*	0.75	0.65	*	-65.088	52	-3.643	22.269
307.294	0.7	0.588	-58.802	-49.307	53	2.839	20.072
*	0.512	0.55	-104.907	-40.142	54	-7.117	21.807
394.127	0.463	0.662	-214.282	-50.18	55	2.159	20.072
282.419	0.65	0.42	-105.978	-33.751	56	-7.584	20.072
317.002	0.85	0.815	-95.796	-44.69	57	23.93	20.072
*	0.562	*	-127.833	-18.103	58	8.628	23.512
167.877	0.675	0.375	-277.828	-35.402	59	-33.705	20.072
304.377	0.688	0.671	-290.379	-24.101	60	7.508	20.072
*	0.762	0.412	-264.542	-37.961	61	-7.865	21.807
321.835	0.6	0.75	-240.027	-41.587	62	4.865	20.072
*	0.637	*	*	-69.489	63	-19.842	24.094
*	0.463	0.443	-172.65	-43.487	64	-21.383	21.807
315.544	0.85	0.725	-356.579	-37.814	65	11.547	20.072
305.627	0.613	0.7	-68.5	-49.384	66	3.889	20.072
265.71	0.575	0.43	-217.951	-46.441	67	-22.864	20.072
*	0.863	0.85	-174.87	-17.151	68	39.334	21.807
313.46	0.525	0.568	-209.628	-8.862	69	5.2	20.072
339.294	0.588	0.762	-177.662	-39.697	70	10.835	20.072
331.169	0.863	0.519	-76.003	-36.885	71	15.157	20.072
349.127	0.725	0.443	-309.771	-106.192	72	-30.696	20.072
*	0.65	0.525	-162.048	-34.601	73	-0.829	21.807
*	0.738	0.475	-171.293	-38.776	74	-1.456	21.807
*	0.325	*	*	-78.241	75	-46.677	24.094
379.627	0.688	0.557	*	-26.521	76	16.685	20.431
*	0.5	0.407	-239.728	-37.782	77	-21.799	21.807
*	0.35	*	-128.783	*	78	-22.362	26.231
375.544	0.362	0.425	-178.732	-37.259	79	-11.199	20.072
*	0.287	0.65	-177.794	-57.535	80	-25.568	21.807
*	0.925	0.759	-184.263	-16.43	81	37.169	21.807
325.71	0.887	0.637	-19.163	-33.736	82	25.306	20.072
*	0.738	0.725	-182.815	-26.112	83	19.734	21.807
294.085	0.787	0.468	-282.626	-26.248	84	-0.505	20.072
371.377	0.637	0.562	-108.186	-37.823	85	11.136	20.072
*	0.838	0.494	-235.135	-38.849	86	2.365	21.807
353.46	0.613	0.487	-494.922	-42.225	87	-13.834	20.072
*	0.5	0.688	-17.643	-69.812	88	-9.767	21.807
353.127	0.713	0.463	-462.683	-29.096	89	-3.679	20.072
300.585	0.688	0.617	-130.221	-35.252	90	5.799	20.072
*	0.8	0.8	-273.431	-50.384	91	11.81	21.807
301.21	0.562	0.342	-60.899	-47.79	92	-17.063	20.072
236.294	0.512	0.6	-319.433	-37.152	93	-21.582	20.072
*	0.575	0.354	-197.971	*	94	-24.136	23.924
305.502	0.775	0.325	-97.726	-26.3	95	0.375	20.072
271.377	0.525	0.263	-146.797	-22.12	96	-20.318	20.072
126.667	0.575	0.338	-288.721	-83.637	97	-67.231	20.072
*	*	0.725	-48.841	-56.018	98	8.531	23.221
*	0.838	0.775	-241.021	-40.046	99	18.958	21.807
271.127	0.588	0.25	-256.396	-67.872	100	-41.341	20.072
273.919	0.688	0.309	-136.348	6.362	101	2.532	20.072
360.044	0.912	0.787	-52.249	-60.389	102	27.266	20.072
317.71	0.688	0.392	-337.748	-47.217	103	-16.571	20.072
*	0.713	0.642	-202.411	-27.593	104	11.526	21.807
*	0.45	0.525	-328.145	-42.568	105	-23.794	21.807
352.044	0.55	0.575	*	-29.257	106	5.292	20.431
*	0.512	0.544	-281.97	-1.962	107	2.997	21.807
387.294	0.775	0.575	-126.635	-39.082	108	19.57	20.072
342.544	0.637	0.937	-201.399	-19.662	109	30.276	20.072
*	0.688	0.55	-186.139	-12.914	110	12.354	21.807
*	0.362	*	*	-31.346	111	-16.025	24.094
289.044	0.6	0.827	-198.757	-54.073	112	0.357	20.072
*	0.863	0.5	-227.59	-35.848	113	5.985	21.807
290.002	0.725	0.785	-90.354	-31.585	114	17.888	20.072
261.502	0.825	0.625	-108.523	-42.584	115	4.641	20.072
*	0.588	0.662	-47.705	-26.464	116	13.482	21.807
*	0.575	0.575	-151.005	-40.829	117	-4.51	21.807
359.627	0.625	0.333	-226.787	-64.643	118	-19.13	20.072
330.794	0.762	0.827	-54.089	-21.787	119	33.646	20.072
*	0.275	0.412	-412.094	-53.832	120	-50.118	21.807
323.96	*	*	*	-81.726	121	-19.864	23.228
*	0.463	0.412	-402.483	-45.716	122	-35.076	21.807
126.667	0.4	0.75	*	-80.856	123	-50.501	20.431
328.377	0.613	0.42	-339.634	-29.621	124	-9.867	20.072
301.96	0.575	0.287	-327.793	-25.312	125	-20.401	20.072
261.46	0.35	0.704	-180.419	-14.709	126	-5.271	20.072
*	0.275	0.662	-188.674	-57.618	127	-26.047	21.807
*	0.65	0.713	-129.222	-50.056	128	4.764	21.807
*	0.75	0.787	-320.624	4.812	129	33.06	21.807
*	0.838	0.525	-292.541	-43.354	130	-0.582	21.807
263.835	0.875	*	-203.929	-29.757	131	7.583	21.378
*	0.325	0.212	-180.388	-40.246	132	-42.25	21.807
*	0.713	0.532	-438.334	-45.693	133	-15.184	21.807
*	0.475	0.658	-211.876	-23.763	134	0.525	21.807
*	0.762	0.395	-157.305	-27.518	135	1.167	21.807
*	0.762	0.481	-148.477	-38.092	136	1.73	21.807
283.252	0.812	0.637	-281.885	-53.888	137	-3.514	20.072
339.794	0.662	0.487	-5.39	-43.148	138	5.411	20.072
326.21	0.637	0.412	*	-44.294	139	-9.774	20.431
*	0.45	0.637	-274.899	-23.584	140	-5.025	21.807
*	0.562	0.395	-178.235	-41.869	141	-18.166	21.807
270.46	0.537	0.325	-167.936	-41.719	142	-25.545	20.072
386.544	0.912	0.738	-233.447	-29.759	143	34.254	20.072
331.377	0.725	0.835	-91.907	-18.992	144	32.04	20.072
*	0.7	0.713	-211.752	-66.442	145	-4.281	21.807
*	0.525	*	-384.426	-45.161	146	-23.15	23.512
332.294	0.75	0.582	-72.915	-42.666	147	10.983	20.072
171.46	0.637	0.412	-165.021	-60.833	148	-39.093	20.072
*	0.775	0.838	-206.318	-32.952	149	24.393	21.807
*	0.675	0.438	-83.415	16.514	150	23.872	21.807
*	0.55	*	-199.798	-36.697	151	-6.685	23.512
342.21	0.588	0.456	-123.901	-21.221	152	4.939	20.072
*	0.475	0.519	-199.463	-53.408	153	-22.101	21.807
*	0.45	0.568	-195.888	-46.929	154	-17.108	21.807
363.377	0.95	0.886	55.699	-21.701	155	55.085	20.072
*	0.912	0.675	-128.218	-31.552	156	26.415	21.807
201.294	0.338	0.425	-233.655	-46.682	157	-45.1	20.072
250.794	0.463	0.55	-198.122	-72.128	158	-34.133	20.072
341.294	0.5	0.367	-294.049	-46.264	159	-21.173	20.072
297.21	0.925	0.432	-242.661	-40.346	160	0.383	20.072
346.377	0.963	0.654	-131.189	-46.769	161	23.113	20.072
*	0.65	0.55	-494.922	-57.752	162	-26.13	21.807
297.919	0.688	0.734	-161.336	-42.057	163	7.486	20.072
154.252	0.9	0.613	-228.919	-39.545	164	-12.293	20.072
377.294	0.588	0.6	*	-24.112	165	14.728	20.431
*	0.588	0.512	-73.232	-64.033	166	-15.433	21.807
*	0.588	0.525	*	-35.023	167	-5.962	22.269
*	0.588	0.662	-163.01	-3.388	168	19.423	21.807
*	0.575	0.662	-100.078	-20.865	169	13.08	21.807
*	0.65	0.562	-121.514	-75.543	170	-16.682	21.807
318.71	0.9	0.537	-70.506	-19.177	171	23.597	20.072
295.794	0.9	0.346	-164.568	-42.008	172	-3.186	20.072
294.96	0.762	0.873	-115.746	-25.525	173	26.619	20.072
*	0.812	0.741	-76.247	-56.791	174	14.883	21.807
*	0.6	0.608	-125.468	-30.323	175	5.268	21.807
*	0.75	0.675	-146.468	-37.732	176	13.335	21.807
*	0.838	0.65	-99.259	-44.962	177	15.392	21.807
*	0.525	0.42	-238.283	-38.537	178	-19.92	21.807
*	0.525	0.671	-178.358	-38.498	179	-1.52	21.807
322.044	0.725	0.388	*	-74.067	180	-20.257	20.431
338.46	0.725	0.556	-103.796	-10.768	181	21.348	20.072
211.419	0.725	0.544	-178.606	-55.624	182	-20.232	20.072
*	0.825	0.506	-128.177	-36.581	183	8.517	21.807
199.023	0.637	0.425	-232.772	-74.079	184	-42.399	20.072
369.544	0.825	0.825	-265.388	-34.348	185	28.896	20.072
269.085	0.55	0.537	-388.624	-20.294	186	-13.79	20.072
306.294	0.637	0.7	-262.65	-17.828	187	10.633	20.072
*	0.65	0.709	-59.247	-10.952	188	26.965	21.807
272.377	0.8	0.679	-257.668	-40.248	189	3.029	20.072
*	0.625	0.608	-354.085	-39.682	190	-8.553	21.807
126.667	0.588	0.588	-247.684	-30.864	191	-29.947	20.072
201.46	0.738	0.863	-152.817	-32.379	192	6.252	20.072
376.21	0.775	0.688	-18.665	-47.212	193	24.678	20.072
290.71	0.738	0.747	-142.201	-41.43	194	10.464	20.072
*	0.537	0.62	-111.024	-56.733	195	-9.757	21.807
*	0.65	0.8	-221.877	-37.574	196	11.998	21.807
*	0.637	0.722	-135.855	-26.947	197	15.634	21.807
324.794	0.6	0.338	-206.331	-47.747	198	-17.607	20.072
*	0.475	*	-494.922	-43.819	199	-31.659	23.512
238.21	0.85	0.722	-130.042	-24.288	200	14.107	20.072
*	0.75	0.512	-133.259	-31.82	201	6.76	21.807
413.627	0.675	0.802	-96.707	-16.534	202	41.305	20.072
*	0.775	0.506	-156.701	-78.719	203	-16.297	21.807
345.96	0.75	0.575	-87.978	-17.473	204	22.556	20.072
*	*	0.65	-253.679	-17.99	205	13.568	23.221
337.044	0.6	0.765	-191.971	-29.784	206	14.798	20.072
*	0.838	0.45	-78.915	-23.052	207	14.663	21.807
282.46	0.662	0.593	-279.797	-69.874	208	-19.748	20.072
310.127	0.562	*	*	-62.228	209	-16.57	21.813
258.502	0.588	0.562	-108.372	-39.893	210	-9.373	20.072
*	*	0.425	*	-81.232	211	-35.529	23.782
379.877	0.637	0.725	-95.568	-50.443	212	16.239	20.072
358.46	0.95	0.688	-80.297	-30.483	213	34.876	20.072
276.398	0.675	*	*	-38.355	214	-4.575	21.813
320.919	0.637	0.512	-188.03	-52.41	215	-8.411	20.072
*	0.487	0.544	-74.896	-58.699	216	-16.584	21.807
*	0.8	*	*	*	217	11.277	27.047
*	0.85	0.716	-220.156	-23.512	218	25.083	21.807
*	0.762	0.58	-129.967	-26.699	219	14.337	21.807
*	0.75	0.613	-101.229	*	220	12.494	23.924
*	0.75	0.418	-233.381	-57.899	221	-16.57	21.807
319.877	0.637	0.463	-43.016	-7.961	222	12.982	20.072
327.71	0.438	0.425	-145.43	-35.188	223	-12.735	20.072
352.127	0.613	0.395	*	-47.718	224	-9.337	20.431
293.585	0.812	0.625	-291.176	-84.154	225	-15.529	20.072
*	0.575	0.512	-183.086	-30.711	226	-4.925	21.807
303.544	0.838	0.557	*	-60.952	227	-2.717	20.431
371.294	0.85	0.487	-213.109	0	228	28.938	20.072
*	0.725	0.738	-145.767	-43.232	229	13.137	21.807
*	0.7	0.765	-207.739	-9.457	230	27.124	21.807
*	0.8	0.487	-57.526	-13.753	231	20.423	21.807
283.919	0.863	0.388	-326.543	-33.629	232	-7.512	20.072
385.96	0.95	0.785	*	-51.671	233	32.328	20.431
358.044	0.675	0.65	-334.497	-59.659	234	-2.499	20.072
*	0.463	0.613	-72.742	-65.114	235	-16.81	21.807
273.835	0.775	0.362	-146.709	-43.013	236	-11.364	20.072
424.544	0.887	0.525	*	-26.429	237	32.032	20.431
133.544	0.487	0.35	-182.315	-62.188	238	-56.613	20.072
*	0.463	0.438	-186.157	-13.196	239	-7.508	21.807
275.127	0.588	0.45	4.481	-29.855	240	-4.128	20.072
*	0.738	0.654	-105.465	-19.526	241	22.177	21.807
351.044	0.562	0.263	-494.922	-106.192	242	-55	20.072
349.627	0.825	0.55	-244.93	-20.815	243	17.817	20.072
*	0.688	0.562	-119.877	-3.718	244	20.724	21.807
*	0.65	0.494	-276.976	-27.829	245	-4.808	21.807
332.71	0.762	0.392	-222.523	-68.027	246	-14.776	20.072
170.794	0.65	0.537	-119.816	-28.669	247	-16.88	20.072
*	0.875	0.753	-312.066	-57.332	248	7.939	21.807
330.877	0.613	0.4	-392.839	-77.447	249	-32.485	20.072
317.627	0.713	0.65	-108.359	-29.187	250	14.704	20.072
286.21	0.575	0.253	-312.354	-47.749	251	-33.321	20.072
360.127	0.525	0.688	-92.84	-47.732	252	7.086	20.072
358.96	0.75	0.519	-139.472	-36.115	253	11.822	20.072
374.544	0.825	*	-69.798	-46.843	254	22.003	21.378
*	0.7	0.762	-303.929	-46.406	255	4.35	21.807
325.544	0.75	0.55	-119.364	*	256	8.718	21.686
*	0.375	0.588	-239.098	-39.086	257	-18.306	21.807
306.877	0.85	0.588	-209.011	-3.347	258	23.129	20.072
290.085	0.713	0.506	-299.95	-39.177	259	-8.778	20.072
305.96	0.825	0.362	-55.722	-56.534	260	-6.083	20.072
301.21	0.812	0.75	-148.46	-21.975	261	23.665	20.072
304.877	0.85	0.575	-78.321	0.107	262	28.757	20.072
*	0.463	0.671	-222.003	-49.645	263	-12.555	21.807
*	0.613	0.432	-126.939	-61.864	264	-20.448	21.807
243.71	0.625	0.637	-463.944	-41.659	265	-20.655	20.072
326.044	0.762	0.785	-28.125	-20.22	266	32.369	20.072
*	0.375	0.55	-45.168	-60.633	267	-22.162	21.807
*	0.562	0.325	-172.541	-74.823	268	-38.403	21.807
334.377	0.675	0.688	-88.131	-15.758	269	23.811	20.072
232.835	0.625	0.519	-241.463	-46.832	270	-21.918	20.072
*	0.713	0.412	*	*	271	-10.297	24.538
314.794	0.762	0.675	-97.874	-27.57	272	19.069	20.072
*	0.5	0.494	*	-21.41	273	-6.187	22.269
*	0.838	0.338	*	-32.569	274	-2.085	22.269
*	0.988	0.354	-118.194	-39.383	275	7.389	21.807
297.294	0.787	0.6	-156.989	-54.877	276	-0.022	20.072
*	0.425	0.506	-211.52	-66.284	277	-32.561	21.807
313.71	0.637	0.6	-77.392	-18.796	278	13.416	20.072
187.877	0.425	0.362	-202.351	-69.463	279	-54.465	20.072
*	0.787	0.562	-187.726	-34.686	280	8.045	21.807
325.919	0.812	0.412	-258.752	-46.469	281	-4.836	20.072
321.96	0.7	0.725	-125.249	-30.674	282	17.427	20.072
295.169	0.412	0.519	-225.054	-46.822	283	-21.936	20.072
261.169	0.613	0.617	-258.211	-32.971	284	-7.924	20.072
225.044	0.662	0.617	-223.896	-53.03	285	-18.02	20.072
263.877	0.675	0.575	-90.238	-34.254	286	-0.64	20.072
285.752	0.762	0.438	-101.738	-45.113	287	-5.296	20.072
297.627	*	0.759	-101.76	-48.706	288	8.387	21.159
*	0.6	0.532	-147.625	-38.161	289	-4.321	21.807
299.794	0.775	0.62	-178.741	-64.668	290	-4.099	20.072
328.044	0.787	0.58	-118.276	-52.432	291	6.18	20.072
*	0.688	0.625	-241.189	-46.142	292	-1.841	21.807
401.377	0.613	0.765	-153.1	-23.661	293	29.302	20.072
329.877	0.688	0.512	-385.723	-13.542	294	3.696	20.072
341.794	0.762	0.738	-238.971	-72.438	295	2.281	20.072
293.877	0.525	0.613	-91.437	-38.323	296	-3.017	20.072
379.127	0.762	0.475	-140.414	-29.431	297	15.927	20.072
*	0.588	0.608	*	-50.55	298	-8.551	22.269
323.877	0.738	0.617	-172.463	-25.147	299	14.285	20.072
280.96	0.787	0.5	-61.301	-48.843	300	-1.495	20.072
*	0.85	0.582	-305.204	-75.325	301	-12.58	21.807
*	0.713	0.425	-365.118	-43.631	302	-17.384	21.807
*	0.85	0.912	-210.166	-25.632	303	36.704	21.807
263.835	0.425	*	-175.638	-38.04	304	-19.536	21.378
*	0.575	0.637	-121.754	-78.243	305	-17.607	21.807
*	0.8	0.537	-110.62	-49.434	306	3.564	21.807
323.627	0.637	0.633	-127.869	-18.721	307	14.701	20.072
*	0.338	*	*	*	308	-29.004	27.047
*	0.738	0.338	-195.446	*	309	-14.186	23.924
222.544	0.662	0.425	-176.16	-49.584	310	-25.2	20.072
215.835	0.863	0.321	-280.826	-54.426	311	-28.244	20.072
331.835	0.95	0.911	-136.862	-43.821	312	34.813	20.072
343.71	0.762	0.537	-189.639	-44.753	313	5.498	20.072
*	0.425	*	-202.402	-57.207	314	-26.739	23.512
*	0.675	0.494	-293.755	-44.907	315	-12.535	21.807
128.169	0.5	0.637	*	-52.48	316	-39.215	20.431
300.71	0.775	0.762	-180.964	-46.436	317	11.006	20.072
*	0.65	0.696	-140.54	-17.201	318	19.33	21.807
340.96	0.637	0.512	-258.612	-29.463	319	1.395	20.072
344.377	0.425	0.557	-172.785	-17.839	320	2.277	20.072
332.544	0.7	0.463	-41.514	-68.44	321	-7.142	20.072
*	*	0.7	*	-24.676	322	17.743	23.782
327.21	0.662	0.42	-177.2	-83.248	323	-23.507	20.072
*	0.525	0.588	-194.2	-26.028	324	-1.322	21.807
*	0.863	0.825	-142.444	-35.456	325	30.319	21.807
297.794	0.537	0.787	-24.287	-36.183	326	10.924	20.072
*	0.688	*	-155.039	-12.2	327	18.746	23.512
247.252	0.7	*	*	-97.694	328	-37.518	21.813
*	0.6	0.55	-144.255	-67.421	329	-17.367	21.807
*	0.775	0.475	-108.346	-28.483	330	8.644	21.807
*	0.45	0.7	-177.846	12.511	331	21.068	21.807
326.877	0.637	0.457	-245.225	-58.214	332	-15.098	20.072
*	0.688	0.562	*	-54.992	333	-7.837	22.269
236.877	0.762	0.412	-105.655	-39.259	334	-11.801	20.072
327.127	0.825	0.787	-230.707	-17.635	335	28.752	20.072
316.627	0.537	0.512	-214.191	-31.245	336	-6.106	20.072
*	0.463	*	*	-106.192	337	-53.899	24.094
351.294	0.525	0.338	*	-41.195	338	-14.148	20.431
*	0.8	0.65	-121.563	-40.965	339	14.189	21.807
375.294	0.787	0.838	-326.24	-37.902	340	24.755	20.072
249.835	0.525	0.463	-234.484	-35.085	341	-21.935	20.072
*	0.75	0.37	-151.509	-8.142	342	8.693	21.807
*	0.713	0.463	-278.824	-13.979	343	3.498	21.807
389.127	0.675	0.512	-159.64	-55.02	344	3.845	20.072
350.794	0.787	0.562	-75.884	-9.263	345	28.322	20.072
345.377	0.8	0.675	-219.132	-66.611	346	4.542	20.072
*	0.562	0.562	-230.869	-35.915	347	-7.305	21.807
291.71	0.55	0.575	-351.408	-22.725	348	-7.902	20.072
*	0.713	0.637	-188.934	-32.777	349	9.335	21.807
*	0.525	0.35	-196.364	-76.629	350	-40.969	21.807
269.085	0.675	0.407	-206.2	-26.914	351	-10.187	20.072
*	0.812	0.738	-184.359	-23.331	352	26.047	21.807
240.127	0.738	0.759	-292.896	-43.61	353	-3.45	20.072
320.752	0.662	0.405	-336.793	-52.157	354	-18.653	20.072
*	0.775	0.613	-165.357	-36.173	355	10.755	21.807
*	0.613	0.642	-46.563	-78.956	356	-12.053	21.807
324.835	0.925	0.65	-154.312	-4.93	357	34.258	20.072
300.46	0.463	0.593	-146.513	-39.194	358	-8.591	20.072
*	0.487	0.716	66.608	-38.377	359	10.63	21.807
325.71	0.738	0.316	-289.561	-55.549	360	-18.503	20.072
*	0.775	0.412	-210.405	-41.653	361	-6.445	21.807
*	0.55	0.825	-301.6	-39.24	362	3.359	21.807
*	0.725	0.568	-73.319	-63.347	363	-3.877	21.807
304.627	0.812	0.778	-112.478	-35.626	364	21.398	20.072
223.794	0.575	0.309	-131.189	-45.984	365	-32.057	20.072
*	0.7	0.481	-173.261	-54.061	366	-10.79	21.807
321.96	0.388	0.65	-252.933	7.136	367	9.156	20.072
286.669	0.95	0.667	-85.033	-23.535	368	25.511	20.072
348.794	0.65	0.65	-118.096	-33.211	369	14.412	20.072
333.627	*	0.37	-202.425	-62.046	370	-18.812	21.159
347.294	0.9	0.738	-61.526	-26.144	371	35.944	20.072
*	0.65	0.25	-388.978	-47.434	372	-34.762	21.807
*	0.512	*	-152.986	-43.73	373	-10.626	23.512
*	0.775	0.704	-103.716	-18.052	374	28.17	21.807
*	0.675	0.475	-97.061	-40.648	375	-2.455	21.807
*	0.6	0.8	-188.955	-66.875	376	-3.661	21.807
*	0.688	0.753	-186.577	-38.796	377	12.254	21.807
198.877	0.863	0.595	-170.779	-75.886	378	-20.995	20.072
335.044	0.812	0.45	-172.375	-10.853	379	16.73	20.072
340.21	0.662	0.675	*	-44.886	380	7.734	20.431
*	0.5	0.481	-288.684	-98.233	381	-49.112	21.807
410.877	0.838	0.6	-404.901	-39.255	382	16.433	20.072
126.667	0.275	0.738	-234.829	-34.852	383	-38.196	20.072
342.835	0.588	0.562	-158.378	-51.262	384	-3.184	20.072
*	0.55	0.725	-169.161	-31.188	385	7.266	21.807
314.96	0.562	0.762	-156.538	-27.591	386	11.78	20.072
164.044	0.55	*	-133.069	-21.621	387	-20.388	21.378
233.419	*	0.412	-156.777	-89.063	388	-43.826	21.159
380.585	0.662	*	-191.014	-13.201	389	24.629	21.378
*	0.713	0.835	-205.643	-25.037	390	24.638	21.807
*	0.725	0.456	-2.671	-31.207	391	8.202	21.807
329.877	0.713	0.58	-142.098	-46.368	392	4.44	20.072
*	0.7	0.675	-330.373	-2.876	393	19.023	21.807
*	0.75	0.812	-137.183	9.261	394	45.338	21.807
*	0.725	0.762	*	-35.32	395	17.38	22.269
303.71	*	0.684	-157.73	-27.052	396	12.519	21.159
*	0.637	0.762	-11.362	-56.807	397	9.341	21.807
368.794	0.537	0.537	-115.506	-13.54	398	14.426	20.072
319.794	0.738	0.557	-193.734	-22.799	399	10.624	20.072
*	0.625	0.688	-140.196	-32.803	400	9.742	21.807
334.877	0.787	0.463	-360.849	-59.889	401	-11.639	20.072
354.544	0.588	0.633	-164.482	-31.068	402	10.453	20.072
*	0.65	0.65	-238.169	-43.641	403	-1.046	21.807
198.419	0.75	0.57	*	-106.192	404	-42.48	20.431
364.877	0.675	0.738	-334.024	-17.533	405	20.66	20.072
342.71	0.75	0.562	-68.121	-35.38	406	14.749	20.072
263.71	0.55	0.65	-114.425	-34.638	407	-3.831	20.072
126.667	0.4	0.613	-134.61	-73.895	408	-51.034	20.072
*	0.75	0.487	-47.062	-63.945	409	-6.523	21.807
401.044	0.55	*	*	*	410	11.983	23.931
*	0.725	0.617	-374.385	-63.962	411	-15.137	21.807
313.71	0.863	0.75	-213.78	-47.159	412	14.936	20.072
254.148	0.825	0.662	-104.579	-19.357	413	15.291	20.072
349.794	0.925	0.62	-106.303	-32.554	414	26.929	20.072
*	0.325	0.823	-347.878	22.99	415	18.83	21.807
*	0.775	0.6	-177.668	-8.89	416	22.779	21.807
*	0.6	0.605	-107.311	-22.707	417	9.682	21.807
*	0.662	0.762	-259.447	-55.72	418	-0.266	21.807
324.294	0.55	0.375	-277.459	-73.359	419	-31.553	20.072
*	0.863	0.5	-49.86	-48.3	420	8.161	21.807
*	0.613	0.304	-100.333	-98.861	421	-45.308	21.807
356.96	0.487	0.696	-158.215	-42.201	422	4.979	20.072
323.21	0.5	0.709	-115.457	-43.773	423	2.122	20.072
285.96	0.825	0.642	-321.281	-50.116	424	-2.253	20.072
334.044	*	*	-63.836	-23.769	425	19.983	22.705
325.627	0.738	0.637	-319.25	-17	426	13.207	20.072
384.877	0.85	0.838	43.54	-43.084	427	41.658	20.072
297.627	0.825	0.556	-132.427	-32.415	428	9.787	20.072
314.96	0.825	0.667	-33.297	-22.812	429	26.179	20.072
352.294	0.75	0.463	-162.268	-39.702	430	5.443	20.072
292.96	0.887	0.55	-216.671	-28.414	431	10.117	20.072
398.46	0.575	0.802	-274.333	1.579	432	34.704	20.072
411.044	0.713	0.8	-312.239	-48.665	433	20.73	20.072
360.294	0.6	0.889	-195.276	-18.391	434	29.444	20.072
307.21	0.812	0.588	-108.211	-45.329	435	7.924	20.072
*	0.825	0.588	-58.268	-36.699	436	16.764	21.807
342.96	0.688	0.713	-259.633	-23.978	437	16.856	20.072
359.96	0.7	0.713	-177.72	-26.782	438	22.121	20.072
326.877	0.825	0.938	-112.402	-46.657	439	29.22	20.072
309.71	0.713	0.65	-235.491	-46.481	440	1.296	20.072
399.46	*	*	*	-37.972	441	19.913	23.228
322.877	*	*	*	-21.429	442	13.446	23.228
360.794	0.925	0.475	-222.446	-67.381	443	1.924	20.072
268.794	0.562	*	-168.606	-63.951	444	-23.086	21.378
305.294	*	0.775	*	-59.634	445	1.908	21.58
296.71	0.562	0.407	-288.832	-24.377	446	-13.57	20.072
409.96	0.525	0.79	-180.954	-38.56	447	20.429	20.072
*	0.838	0.556	-221.261	-15.924	448	18.08	21.807
434.544	0.55	0.688	-109.116	-9.623	449	34.838	20.072
352.71	0.912	0.562	-252.175	-30.583	450	18.8	20.072
