1	368.46038934268796	0.6875	0.616161616161616	-295.57928834845	-50.383381549341
2	277.543722676021	0.875	0.55	-999.0	-40.3728595890411
3	-999.0	0.675	0.444444444444444	-113.177528988405	-42.4139895744939
4	387.543722676021	0.3375	0.2125	-197.786491677337	-33.5619885433715
5	-999.0	0.9125	0.8125	-134.099340110576	-22.3143176733781
6	-999.0	0.8	0.518987341772152	-118.412442396313	-36.1078248235783
7	302.08538934268796	0.7375	0.775	-203.78036363636397	-22.0685714285714
8	330.46038934268796	-999.0	0.4125	-999.0	-85.6003424657534
9	366.127056009355	0.6625	0.7875	-106.356459330143	-24.257575757575804
10	200.168722676021	0.5375	0.683544303797468	-494.921776402373	-75.0610843120805
11	299.96038934268796	0.775	0.7088607594936709	-274.017021633406	-35.6491841491842
12	312.793722676021	0.6125	0.5625	-71.81316051844459	-17.866620046620103
13	-999.0	0.675	0.468354430379747	-102.38012422360201	-37.196547546941204
14	366.877056009355	0.75	0.556962025316456	-95.28449029550622	-40.9946695095949
15	338.21038934268796	0.7875	0.8125	-296.431578947368	-4.84091503267979
16	356.543722676021	0.7	0.8148148148148149	-67.3508010680907	-34.2621158392435
17	-999.0	0.6125	0.544303797468354	-999.0	-18.1061991869918
18	414.293722676021	0.575	0.734177215189873	-305.02898550724603	-61.0746400885936
19	292.71038934268796	0.525	0.33333333333333304	-183.753086419753	-34.3420138888889
20	234.772889342688	0.45	0.6455696202531651	-197.96851270628702	-43.51712101063829
21	403.877056009355	0.7125	0.8354430379746841	-86.67539378458919	-29.2464028776978
22	345.46038934268796	0.825	0.5625	0.3666345226614571	-13.592286501377401
23	215.50205600935502	0.7375	0.5875	-189.402845528455	-29.6165836413305
24	297.377056009355	0.9	0.5375	-147.265745910471	-45.5860031441427
25	261.627056009355	0.5625	0.392405063291139	-178.584642453186	-70.8140262060751
26	302.293722676021	0.7	0.7625	-192.69552787420898	-24.3670806805135
27	-999.0	0.6875	0.382716049382716	-999.0	-41.1614114114114
28	344.58538934268796	0.675	0.3125	-270.374269005848	-51.8968192894703
29	-999.0	-999.0	0.5375	-236.536937123885	-87.97851279575079
30	296.293722676021	0.4875	0.6125	-154.948216902785	-38.1708633093525
31	-999.0	0.3375	0.320987654320988	-101.83373086861499	-28.1834588746777
32	289.627056009355	-999.0	0.325	-263.729869172655	-44.783751493428895
33	345.21038934268796	0.725	0.7088607594936709	-236.62309542903	-36.3959452054795
34	309.127056009355	0.475	0.5185185185185179	-263.75284405517004	-77.9799253034548
35	351.46038934268796	0.675	0.5625	-373.07881773399004	-49.1402777777778
36	378.21038934268796	0.925	0.5625	-153.451763257409	-14.450211760070902
37	-999.0	0.7	0.6875	-141.19399624765498	-42.9204837490552
38	-999.0	0.6	0.75	-379.01574803149595	-25.798662207357896
39	372.96038934268796	-999.0	0.4625	-130.123966942149	-57.5678038640254
40	-999.0	0.65	0.658227848101266	-378.372205915557	-21.359767570558898
41	235.960389342688	0.6375	0.569620253164557	-113.666956437748	-36.2094169463087
42	321.043722676021	0.5625	0.493670886075949	-186.77665317139	-72.91853789695509
