IPAddress	Duration__in_seconds_	Finished	Subject	Sex	Age	Race	ReligionCat	ReligionDegree	PolDeg	PolCat	PolImp	Colorblind	SESEduFath	SESEduMoth	SESFamInc	SESSelfRep	UPPS_P1	UPPS_P2	UPPS_P3	UPPS_P4	UPPS_P5	UPPS_P6	UPPS_P7	UPPS_P8	UPPS_P9	UPPS_P10	UPPS_P11	UPPS_P12	UPPS_P13	UPPS_P14	UPPS_P15	UPPS_P16	UPPS_P17	UPPS_P18	UPPS_P19	UPPS_P20	UPPS_P121	UPPS_P22	UPPS_P23	UPPS_P24	UPPS_P25	UPPS_26	UPPS_P27	UPPS_P28	UPPS_P29	UPPS_P30	UPPS_P31	UPPS_P32	UPPS_P33	UPPS_P34	UPPS_P35	UPPS_P36	UPPS_P37	UPPS_P38	UPPS_P39	UPPS_P40	UPPS_P41	UPPS_P42	UPPS_P43	UPPS_P44	UPPS_P45	UPPS_P46	UPPS_P47	UPPS_P48	Lure1	UPPS_P49	UPPS_P50	UPPS_P51	UPPS_P52	UPPS_P53	UPPS_P54	UPPS_P55	UPPS_P56	UPPS_P57	UPPS_P58	UPPS_P59	DelGrat1	DelGrat2	DelGrat3	DelGrat4	DelGrat5	DelGrat6	DelGrat7	DelGrat8	DelGrat9	DelGrat10	DelGrat11	DelGrat12	BriefSC1	BriefSC2	BriefSC3	BriefSC4	BriefSC5	BriefSC6	BriefSC7	BriefSC8	BriefSC9	BriefSC10	BriefSC11	BriefSC12	BriefSC13	SocDes1	SocDes2	SocDes3	SocDes4	SocDes5	SocDes6	SocDes7	SocDes8	SocDes9	SocDes10	SocDes11	SocDes12	SocDes13	SocDes14	SocDes15	SocDes16	SocDes17	SocDes18	SocDes19	SocDes20	SocDes21	SocDes22	SocDes23	SocDes24	SocDes25	SocDes26	SocDes27	SocDes28	SocDes29	SocDes30	SocDes31	SocDes32	SocDes33	SchoolSem	Q381	SchoolEng1	SchoolEng2	SchoolEng3	SchoolEng4	SchoolEng5	SchoolEng6	SchoolEng7	SchoolEng8	SchoolEng9	SchoolEng10	SchoolEng11	SchoolEng12	SchoolEff1	SchoolEff2	SchoolEff3	SchoolEff4	SchoolCogStrat1	Lure2	SchoolCogStrat2	SchoolCogStrat3	SchoolCogStrat4	SchoolCogStrat5	SchoolCogStrat6	SchoolCogStrat7	SchoolCogStrat8	SchoolCogStrat9	SchoolGPAHS	SchoolCPACol	SATTake	SATOldNew	SATNewTot	SATOldTot	ACTTake	ACTTot	ExerciseStages_1	ExerciseFreq	HeightFeet	HeightInches	Weight	PFat_1	PFat_2	PFat_3	PFat_4	PFat_5	PFat_6	PFat_7	PFat_8	PFat_9	PFat_10	PFat_11	PFat_12	PFat_13	PFaTButter	PFaTOverall	Q574	EAT1	EAT2	EAT3	EAT4	EAT5	EAT6	EAT7	EAT8	MoneyBuy1	MoneyBuy2	MoneyBuy3	MoneyBuy4	MoneyBuy5	MoneyBuy6	MoneyFinWB1	MoneyFinWB2	MoneyFinWB3	MoneyFinWB4	MoneyFinWB5	MoneyFinWB6	MoneyFinWB7	MoneyFinWB8	MoneyFinWBGen	MoneyAtt1	MoneyAtt2	MoneyAtt3	MoneyAtt4	Lure3	MoneyAtt5	MoneyAtt6	MoneyParentHelp	MoneyCollege	MoneyCardTuit	MoneyCardDebt	MoneyCard1	MoneyCard2	SleepPro1	SleepPro2	SleepPro3	SleepPro4	SleepPro5	SleepPro6	SleepPro7	SleepPro8	SleepPro9	Sex1	Sex2	Sex3	Sex4	Sex5	Sex6	Sex7	Sex8	Sex10	Sex12	Sex13	Sex14	Sex15	Sex16	Sex17	Sex18	Sex19	Sex20	TVFreq	FreqQuantDay	FreqQuantEnd	GameFreq	GameQuantDayTot	GameQuantEndTot	GameQuantDayNotphone	GameQuantEndNotphone	GameGenre	GamePath1	GamePath2	GamePath3	GamePath4	GamePath5	GamePath5_5	GamePath6	GamePath7	GamePath8	GamePath9	PhoneYN	PhoneQuant_1	PhoneQuant_2	PhoneCalls	PhoneText	PhoneSocial_1	PhoneSocial_2	PhonePUMP1	PhonePUMP2	PhonePUMP3	PhonePUMP4	PhonePUMP5	PhonePUMP6	PhonePUMP7	PhonePUMP8	PhonePUMP9	PhonePUMP10	PhonePUMP11	PhonePUMP12	PhonePUMP13	PhonePUMP14	PhonePUMP15	PhonePUMP16	PhonePUMP17	Lure4	PhonePUMP18	PhonePUMP19	PhonePUMP20	RelatEver	RelatQuant	RelatDur	RelatMar	RelatCurr	RelatDurCurr	RelatAcc1Exit1	RelatAcc2Voice1	RelatAcc3Loy1	RelatAcc4Neg1	RelatAcc5Exit2	RelatAcc6Voice2	RelatAcc7Loy2	RelatAcc8Neg2	RelatAcc9Exit3	RelatAcc10Loy3	RelatAcc1Loy4	RelatAcc12Neg3	RelatAcc13Exit4	RelatAccExit4	RelatAccVoice3	RelatAcc16Voice4	RelatSat1	RelatSat2	RelatSat3	RelatSat4	RelatSat5	CheatYN	CheatPart	CheatQuant	WorkStat	WorkQuant	WorkEver	WorkQuantAvg	WorkPres1	WorkPres2	WorkPres3	WorkPres4	WorkPres5	WorkPres6	WorkPress7	Work_Absent1	Work_Absent2	Work_Absent3	Work_Absent4	WorkPresPast1	WorkPresPast2	WorkPresPast3	WorkPresPast4	WorkPresPast5	WorkPresPast6	WorkPresPast7	Work_AbsentPast1	Work_AbsentPast2	Work_AbsentPast3	Work_AbsentPast4	Leisure1	Leisure2	Leisure3	Leisure4	Leisure5	Leisure6	Leisure7	Leisure8	Leisure9	Leisure10	Leisure11	Leisure12	Leisure13	Leisure14	Leisure15	Leisure16	Leisure17	Leisure18	Leisure19	Agg1P1	Agg2V1	Agg3H1	Agg4P2	Agg5V2	Agg6A1	Agg7H2	Agg8P3	Agg9V3	Lure5	Agg10P4	Agg11H3	Agg12A2	CigCat	CigExDur	CigQuitSucc	CigFreqEX	CigQuantEx	CigFreq	CigQuant	CigCurrDur	CigCurrQuitAtt	CitCurrQuitQuant	Fager1	Fager2	Fager3	Fager4	Fager5	Fager6	Dep1	Dep2	Dep3	Dep4	Dep5	Dep6	Dep7	Dep8	Anx1	Anx2	Anx3	Lure6	Anx4	Anx5	Anx6	Anx7	HygTeeth	HygShow	HygRoom	HygBed	HygLaund	HygShirt	HygJean	NEO1	NEO2	NEO3	NEO4	NEO5	NEO6	NEO7	NEO8	NEO9	NEO10	InstrumentQuant	InstrumentAcad	VegDiet	VegReas	ReadFreq	ReadQuant	NewsFreq	NewsQuant	LifeSat1	LifeSat2	LifeSat3	LifeSat4	LifeSat5	Meaning1	Meaning4	Lure7	Meaning5	Meaning6	Meaning9	Race_cat	Lure_miss	Lure_Inc1	Lure_Inc2	Lure_Inc3	Lure_Inc4	Lure_Inc5	Lure_Inc6	Lure_Inc7	Lure_Acc	SES	SES_miss	UPPS_P21	UPPS_P26	UPPS	UPPS_miss	UPPS_NegUrg	UPPS_NegUrg_miss	UPPS_Prem	UPPS_Prem_miss	UPPS_Pers	UPPS_Pers_miss	UPPS_Sens	UPPS_Sens_miss	UPPS_PosUrg	UPPS_PosUrg_miss	UPPS_P_miss	UPPS_P	DelGrat	DelGrat_miss	BriefSC	BriefSC_miss	BriefSC_Res	BriefSC_Res_miss	BriefSC_Imp	BriefSC_Imp_miss	SocDes	SocDes_miss	SchoolYear	SchoolEng	SchoolEng_BEng	SchoolEng_EEng	SchoolEng_BDis	SchoolEng_EDis	SchoolEng_miss	RUN	SchoolEff	SchoolEff_miss	SchoolEff_log	SchoolStrat	SchoolStrat_Plan	SchoolStrat_miss	ACTot	SchoolGPA	ExerciseReport	HeightFeet2	Height	BMI	Fat	Fat_miss	DietSingle	DietDys	DietDys_miss	DietDys_Preoc	DietDys_Other	Buy	BuyPreoc	BuyImp	FinWB	MoneyCons	CreditCard	Buy_miss	FinWB_miss	CreditCard_miss	BuyPreoc_miss	BuyImp_miss	MoneyCons_miss	Buy1	Buy2	Sleep	Sleep_miss	Sex11	Sex9	SexRisk	Sex_miss	PhoneSocial	GamePathBin1	GamePathBin2	GamePathBin3	GamePathBin4	GamePathBin5	GamePathBin6	GamePathBin7	GamePathBin8	GamePathBin9	GamePathScore	GamePathScore_miss	GamePathCont	PhoneQuantTemp	PhoneTime	PhonePath	PhonePath_miss	RelatAccVoice	RelatAccVoice_miss	RelatAccLoy	RelatAccLoy_miss	RelatAccNeg	RelatAccNeg_miss	RelatAccExit	RelatAccExit_miss	RelatAcc	RelatAcc_miss	RelatAccNoLoy	RelatAccNoLoy_miss	RelatSat	RelatSat_miss	RelatSat_rev	RelatSat_log	RelatSat_Log10	RelatSat_arc	RelatSat_sq	WorkPres	WorkPres_miss	WorkPresPast	WorkPresPast_miss	WorkPresTot	WorkPresSingle	WorkAbs1	WorkAbs2	WorkAbs3	WorkAbs4	LeisureTot	LeisureTot2	LeisureAwar	LeisureBor	LeisureChal	LeisureDist	LeisureToT_miss	LeisureTot2_miss	LeisureAwar_miss	LeisureBor_miss	LeisureChal_miss	LeisureDist_miss	AggTot	AggPhy	AggVerb	AggHost	AggAng	AggTot_miss	AggPhy_miss	AggVerb_miss	AggHost_miss	AggAng_miss	Smoking	DepTot	Dep_miss	DepTot_rev	DepTot_log	DepTot_Log10	DepTot_sq	AnxTot	Anx_miss	AnxTot_rev	AnxTot_log	AnxTot_Log10	AnxTot_sq	Hyg	Hyg_miss	NEOExt	NEOExt_miss	NEOAgre	NEOAgre_miss	NEOCon	NEOCon_miss	NEONeu	NEONeu_miss	NEOOpen	NEOOpen_miss	Instr	Veg	Read	News	Lifesat	Lifesat_miss	LifesatExt_miss	LifesatExt	Meaning	Meaning_miss	Game	TV
128.206.28.182	3064	1	54	1	19	1	1	4	5	1	3	6	1.2346082065	1.4031936791	1.2421322101	1.6607709137	1	2	2	3	2	3	2	1	3	2	1	3	2	2	4	3	2	2	3	4	3	1	2	3	4	1	3	4	1		1	2	4	1	4	1	3	3	1	4	1	2	3	1	3	2	1	4	4	3	1	1	2	1	4	3	3	2	1	2	1	4	1	1	1	3	1	5	1	1	4	5	1	1	1	5	4	1	1	1	3	3	2	4	1	2	2	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	2	1	2	2	2	2	2	1	1	1	4	3	5	5	5	5	2	3	3	4	4	5	4	5	5	3	4	1	5	5	4	2	3		5	4	3		6				1	22	0.0246491642	-0.332101554	5	3	124	3	2	5	4	2	2	4	2	1	6	2	7	7	1	2	2	5	2	2	1	1	5	1	1	7	7	7	7	2	1	5	5	5	4	5	4	5	5	7	5	6	3	5	7	2	2	4	1	6	0	-16	22	1	4	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	9	1		1	1	1												1	2	0	2	20	2	0	4	2	2	5	2	5	5	5	5	5	4	2	1	2	2	2	4	8	2	5	4	5	5	9	6	5	12	5	11	11	4	5	12	6	-1	4	12	13	5	5	3	13	10		8	8	9	9	6			2		3	2												4	4	4	4	4	4	6	4	4	4	5	7	3	6	7	7	5	6	7	1	5	7	7	1	5	7	7	5	1	7	5	3	4	4	3	5	4	5	2	2	3	5	4	1																4	4	4	3	4	3	4	4	4	4	4	3	4	4	3	4	1.0321421919	-0.36281818	0.4623968259	-0.443453306	0.5878882403	0.8193332888	1.0673977818	6	3	6	2	6	7	7	7	1	7	1		1		1		1	3	4	5	5	6	4	3	2	2	6	5	6	white	0								0	1.3851762524	0	2	1	2.275862069	1	1.4166666667	0	2.8181818182	0	2.5	0	1.5833333333	0	3.0769230769	1			2.3333333333	0	2.1538461538	0	2.5	0	1	0	1.5151515152	0	1	4	4	5	2.6666666667	4.3333333333	0		4.25	0	1.4469189829	4	3.6666666667	1	22	3	-0.153726195	60	63	-21.96321492	4.6923076923	0	2	-2.25	0	3.5	1	5.1666666667	7	3.3333333333	4.75	3.8333333333	3	0	0	0	0	0				1.3333333333	0	1	1	0.2	0												9		0	-2	3.4	0	12	0	10	0	2.75	0	4.75	0	7.375	0	6.5	0	8.5	1	1.5	1.7917548919	0.1760912591		72.25		6	4	0	4	6	4	4	4	5	5.3157894737	5.0666666667	4.6666666667	5.8	3.5	6.3333333333	0	0	0	0	0	0	3.9166666667	4.25	2.6666666667	4.3333333333	4.5	0	0	0	0	0	1	3.75	0	1.25	0.2231435513	0.096910013	14.0625	3.8571428571	0	1.1428571429	0.1335313926	0.057991947	14.87755102	0.4518409776	0	6.5	0	5	0	6.5	0	1.5	0	6.5	0	0	0	0	0	4.8	0			4.4	0		-7
128.206.28.32	2050	1	317	0	18	1	1	4	3	2	3	6	0.1611461893	0.7447720297	-0.725666712	-0.46645109	3	3	2	3	3	3	3	2	3	3	2	2	2	3	3	3	3	3	3	3	2	2	3	3	3	4	3	2	3	3	2	3	2	3	3	3	3	3	3	3	2	2	3	3	3	2	3	3	4	3	3	1	3	3	3	3	2	3	3	3	3	3	4	4	4	5	5	3	5	5	1	2	4	3	4	3	5	4	5	4	4	5	5	4	4	2	1	2	1	1	2	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	1	1	2	2	1	1	1	1	2	1	2	1	1	1	5	4	5	4	5	4	5	5	5	5	3	5	4	4	4	2	2	1	3	4	4	4	4	4	4	3	4.129		6				1	31	0.0246491642	0.2283198185	6	4	200	1	4	3	7	8	5	7	8	8	5	8	1	1	4	2	3	4	4	4	2	4	3	2	4	7	5	6	6	6	4	4	3	3	3	4	4	3	3	5	2	5	3	4	7	2	4	4	1,4	6	0	-16	26	2	4	3	3	4	4	1	4	4	2	0	0	0	0	0		2	0	10	0	0	0	1	0	2	0	0	6	4	5	1		1	1	1												1	2	30	1	20	2	0	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	5	4	4	5	8	5	6			3	11	11	-1	3	11	11	1	3	11	12	2	3	1	11	11	5	3	5	5	5	6			2		3	5												4	5	5	5	5	5	6	5	5	5	5	4	5	5	5	4	4	6	5	4	5	5	5	4	5	3	5	6	6	6	2	4	3	2	4	5	4	4	5	2	5	4	4	2					1	1										4	4	4	4	4	4	4	4	3	4	3	3	4	4	3	4	1.0321421919	0.5791976968	0.4623968259	0.7219636134	0.5878882403	0.8193332888	-0.237704187	5	6	6	3	6	3	6	6	3	6	1		1		1		7	3	4	4	4	5	3	4	4	2	4	4	4	white	0								0	-0.071549896	0	3	4	2.7627118644	0	2.8333333333	0	2.7272727273	0	2.9	0	2.3333333333	0	3	0			3.6666666667	0	4.1538461538	0	5	0	3.75	0	1.5454545455	0	1	4.5833333333	4.6666666667	4.3333333333	5	4.3333333333	0		3.5	0	1.2527629685	3.5555555556	3.3333333333	0	31	4.12	0.1264844913	72	76	-24.34210526	3.2307692308	0	3	-3.375	0	3.75	3	5.6666666667	6	5.3333333333	3.375	3.3333333333	5	0	0	0	0	0				3.2222222222	0	10	0	1.4210526316	1												9		0.5	-2.5	4	0	11	0	11.25	0	0.75	0	3	0	6.5	0	4.9166666667	0	4.6	0	5.4	0.5108210464	0.7323937598		21.16		6	4.8333333333	0	4.8333333333	6	5	5	5	5	4.8421052632	4.8	5.3333333333	4.6	4.75	4.6666666667	0	0	0	0	0	0	3.8333333333	3.25	4.3333333333	3.6666666667	4.5	0	0	0	0	0	1	4	0	1	0	0	16	3.5714285714	0	1.4285714286	0.3566749439	0.15490196	12.755102041	0.5664596672	0	4	0	6	0	6	0	3	0	6	0	0	0	0	1	4	0			4	0		-4
128.206.28.32	2611	1	1	1	19	1,4	7	4	1	2	1		0.6978771979	0.0863503803	-1.850123239	0.2426229113	3	2	1	3	3	3	2	1	2	3	3	2	4	3	3	2	1	3	3	3	2	1	1	1	3	1	3	3	1	3	1	3	2	1	3	2	3	3	1	3	1	3	3	2	2	2	1	3	4	2	1	1	3	2	3	2	4	1	1	3	2	4	2	2	2	1	2	3	3	2	3	2	3	2	2	2	1	2	1	1	3	2	2	3	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	1	1	2	2	1	2	1	1	4	5	5	3	3	3	4	3	5	2	5	4	3	4	4	3	4	1	3	5	4	3	3	2	2	2	3.9		6				1	23	-1.413965692	-2.013365672	5	3	105	3	1	4	2	3	4	6	2	3	4	1	7	2	3	2	4	3	2	1	2	2	4	1	3	6	2	3	2	2	2	4	1	5	4	4	4	5	5	6	4	5	2	2	7	3	4	4	1,2,3,4	6	0	-16	26	1	4	1	2	1	1	1	1	1	4	1	1	3	0	2	1	1	1	1	0	2	2	2	0	2	1	0	7	6	7	5	3	3	1	1		2	3	3	3	1	2	2	3	3	3	1	5	0	1	30	4	0	2	3	4	2	2	2	2	3	4	4	4	2	2	2	4	2	5	8	5	5	2	5	5	6	6			1	10	12	0	-1	9	8	-2	-1	10	9	2	-1	0	8	9	2	1	1	1	2	6			2		3	6												4	4	5	4	4	2	6	3	2	5	5	3	2	2	3	5	3	6	3	4	2	5	4	3	6	2	3	4	4	5	5	4	3	5	1	2	2	5	5	2	1	2	1	2					1	1										2	1	2	1	3	2	3	4	4	4	4	3	3	4	2	4	0.4869073731	0.1081897585	0.4623968259	-1.026161765	0.5878882403	-0.80803214	0.4148467975	6	5	2	5	7	3	6	3	5	3	1		1		1		1	2	1	1	1	1	1	1	1	2	5	5	3	other	0								0	-0.205818187	0	3	1	2.2372881356	0	1.4166666667	0	2.7272727273	0	2.5	0	1.8333333333	0	2.7142857143	0			2.3333333333	0	2	0	1.5	0	2.25	0	1.3636363636	0	1	3.8333333333	4.6666666667	3	4	3.6666666667	0		3.5	0	1.2527629685	3.1111111111	3.6666666667	0	23	3.9	-1.713665682	60	63	-18.5978836	5.5384615385	0	4	-2.25	0	2.5	2	2.8333333333	3.6666666667	2	4	3.3333333333	5	0	0	0	0	0				1.4444444444	0	1	1	1.3	0		1				1	1				2.5555555556	0		0	-5	3.05	0	9.25	0	9.5	0	0	0	-0.5	0	4.5625	0	2.9166666667	0	1.4	0	8.6	0.0454577967	0.9344984512		1.96		6	3.8333333333	0	3.8333333333	6	3	2	5	5	3.6315789474	3.4	2.6666666667	3	4.75	3	0	0	0	0	0	0	3	4	3.3333333333	2.3333333333	1.5	0	0	0	0	0	1	2.25	0	2.75	1.0116009117	0.4393326938	5.0625	3.5714285714	0	1.4285714286	0.3566749439	0.15490196	12.755102041	0.0322907272	0	4.5	0	5.5	0	2.5	0	5	0	5	0	0	0	0	0	1	0			3	0	-3	-6
128.206.28.1	2944	1	10	1	18	1	1	3	4	1	2		0.1611461893	0.0863503803	-1.006780844	0.2426229113	3	3	2	4	3	4	2	3	4	3	3	3	3	4	3	4	3	2	4	2	1	3	3	2	3	2	4	4	3	3	2	4	4	3	3		2	4	2	3	3	4	4	3	3	2	4	4	4	1	3	1	3	3	3	4	3	2	3	2	4	4	5	3	4	2	5	5	5	5	3	4	4	4	3	4	4	3	3	3	4	4	5	4	3	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	1	2	1	1	5	5	5	3	3	4	4	4	4	3	3	4	5	5	5	4	5	1	4	4	5	5	4	5	4	5	4		6				1	26	1.4632640201	1.3491625637	5	5	135	3	3	3	1	1	3	5	1	4	5	1	3	2	5	2	3	4	4	4	3	3	5	2	3	7	6	6	5	4	4	5	3	5	5	5	5	3	4	8	5	6	4	6	7	4	6	3	1,2,4	6	none	-16	25	2	3	4	3	2	3	2	3	3	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	4	3	4	1		1	1	1												1	2	22	1	30ish	1	23	5	3	5	3	3	3	2	5	5	5	4	2	2	4	4	4	4	8	5	5	5	5	5	9	6			3	11	8	3	4	12	9	0	5	10	7	5	4	1	12	9	8	8	8	9	8	6			2		5	3												3	5	5	5	4	4	5	4	5	5	5	6	6	6	6	4	5	6	6	4	4	4	6	5	4	3	5	6	4	5	5	5	5	5	5	5	5	5	5	2	5	4	5	1																4	4	4	3	4	4	3	4	3	4	3	3	3	4	4	4	1.0321421919	-0.36281818	0.4623968259	-0.443453306	0.5878882403	0.8193332888	0.4148467975	6	6	5	2	5	3	5	7	2	6	1		1		1		2	3	6	7	7	6	5	7	6	2	7	6	7	white	0								0	-0.129165341	0	4	2	3.0172413793	1	2.8333333333	0	3.8181818182	0	3.6	0	2.3636363636	1	2.6428571429	0			4.0833333333	0	3.6923076923	0	4	0	3.5	0	1.7878787879	0	1	3.9166666667	5	3.3333333333	4	3.3333333333	0		4.75	0	1.558144618	4.5555555556	4.6666666667	0	26	4	1.4062132919	60	65	-22.46272189	5.4615384615	0	3	-3.5	0	4.25	2.75	5.3333333333	6.3333333333	4.3333333333	4.375	5.1666666667	4.5	0	0	0	0	0				2.7777777778	0	4		0.5263157895	1												9		0.3666666667	-2.366666667	3.9	0	11.25	0	8.25	0	2.25	0	4	0	6.4375	0	5.8333333333	0	8.2	0	1.8	1.6094333351	0.2552725051		67.24		6	4.3333333333	0	4.3333333333	5	4	5	5	5	5	4.9333333333	6	5.6	4	4	0	0	0	0	0	0	4.9166666667	5	5	4.6666666667	5	0	0	0	0	0	1	3.75	0	1.25	0.2231435513	0.096910013	14.0625	3.5714285714	0	1.4285714286	0.3566749439	0.15490196	12.755102041	0.3586194084	0	4.5	0	5.5	0	6	0	2	0	5.5	0	0	0	0	1	6.2	0			6.6	0		-3
128.206.28.32	2570	1	100	0	19	1	1	4	6	1	2	6	-0.912315828	0.0863503803	0.1176756831	-1.884599092	4	2	1	4	3	4	1	3	2	3	4	1	1	3	3	4	2	2	3	3	2	2	3	3	2	1	3	4	1	2	2	3	3	1	1	1	3	4	2	3	1	3	4	1	2	1	3	4		2	1	1	2	2	3	4	1	2	1	3	3	1	3	1	4	1	2	4	3	1	2	5	2	3	1	4	3	2	3	4	4	3	4	4	3	2	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	2	1	1	4	3	5	4	5	5	3	4	4	3	2	4	4	4	3	3	3	1	2	4	3	1	3	3	4	3	4		6				1	25	0.5041874495	1.3491625637	6	0	235	3	1	4	4	4	3	3	5	5	5	5	5	5	2	1	3	4	3	5	2	1	5	1	1	7	7	3	3	2	2	3	1	3	5	3	2	5	5	8	7	6	4	6	7	4	1	3	1,2,4	6	0	-16	24	3	1	1	1	1	1	1	4	4	0	0	0	0	0	3	0	1	0	10	0	0	0	0	0	0	0	0	4	5	7	8	5	7	5	9	1,9	2	3	1	3	1	1	1	3	3	3	1	4	0	1	300	2	30	3	3	5	2	4	1	2	2	2	2	2	3	1	3	2	3	2	8	5	5	5	5	5	9	6	5	12	5	13	12	3	1	12	11	1	1	11	13	1	5	3	13	11	9	9	9	9	9	6			2		2	7												5	4	4	4	4	4	7	1	4	4	5	7	7	7	7	6	3	6	6	6	6	6	2	6	6	1	1	3	6	6	2	3	5	5	5	2	5	5	5	2	3	4	2	1																4	2	3	3	3	3	4	3	3	3	3	3	3	4	3	2	-1.148797083	0.1081897585	-0.749110967	-1.026161765	0.5878882403	0.8193332888	-0.237704187	2	6	5	5	5	1	7	4	2	3	1		1		1		1	3	7	7	7	7	7	7	6	2	6	6	6	white	1	1							1	-0.648222214	0	3	1	2.3898305085	0	1.4166666667	0	3.8181818182	0	3	0	1.5	0	2.4285714286	0			2.5	0	3.0769230769	0	3.25	0	2.5	0	1.3939393939	0	1	3.8333333333	4	4.6666666667	3.6666666667	3	0		3.5	0	1.2527629685	2.8888888889	3	0	25	4	0.9266750066	72	72	-31.86824846	3.8461538462	0	3	-2.75	0	4.25	1.25	4	5.6666666667	2.3333333333	3.375	4.6666666667	4	0	0	0	0	0				1.8888888889	0	0	50	3.2	0		1		1		1	1				2.2222222222	0		0	-4	2.85	0	12.25	0	11.75	0	2	0	3	0	7.25	0	5.75	0	9	0	1	2.19722	0		81		6	4.1666666667	0	4.1666666667	7	1	4	4	5	5.1578947368	5.4	5.6666666667	5.4	6	4.3333333333	0	0	0	0	0	0	3.8333333333	3.75	4.3333333333	4.6666666667	2	0	0	0	0	0	1	3.125	0	1.875	0.6286086594	0.2730012721	9.765625	3	0	2	0.6931471806	0.3010299957	9	-0.235194674	0	1.5	0	6.5	0	4.5	0	3.5	0	4	0	0	0	0	0	7	0			6.2	0	-5	-5
128.206.28.1	2133	1	101	0	21	1	7	3	6	1	3	6	0.1611461893	0.0863503803	1.2421322101	1.6607709137	3	4	3	4	4	4	2	1	3	4	4	3	2	4	4	4	4	2	4	4	1	2	2	2	4	2	4	4	3	4	2	3	4	3	4	2	4	4	3	4	2	4	4	3	3	1	3	4	4	4	2	1	4	4	3	4	2	2	4	4	4	2	1	4	5	2	5	2	5	5	5	3	2	2	4	5	1	4	5	4	3	5	5	2	2	1	2	1	2	2	2	2	2	2	1	1	2	2	1	2	2	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	5	3	4	4	3	3	5	4	4	5	3	4	5	4	5	4	3	3	2	1	3	5	2	2	1	1	3	2	3.65	2.75	6				1	26	-1.893503977	-0.892522927	5	11	230	2	3	3	3	3	3	4	5	5	5	3	4	4	1	1	2	4	6	4	3	3	3	3	3	7	7	7	7	5	6	5	5	5	5	5	5	5	5	9	4	3	2	6	7	2	5	5	1	6	0	-16	26	3	4	2	3	3	4	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	3	6	2	3	2	3												1	4		1	3	0		4	5	5	5	5	5	5	5	5	5	5	4	2	5	5	5	5	8	5	5	5	6																														1	7	4	7	5	4	4	4	5	4	7	5	5	5	5												4	1	1	2	4	2	6	3	4	5	3	1	4	6	4	2	4	5	5	5	4	3	5	5	5	4	5	2	2	5	5	5	2					3	1	2	2		3	2	2	1	2	2	2	2	3	3	2	4	3	4	4	4	4	3	3	4	3	4	-1.148797083	0.1081897585	0.4623968259	-1.026161765	-1.418397024	0.8193332888	0.4148467975	1	3	7	3	5	1	7	6	1	6	1		1		1		3	2	2	4	2	2	2	5	6	2	5	2	5	white	0								0	0.7875999234	0	4	2	3.2033898305	0	3.0833333333	0	3.9090909091	0	3.5	0	1.8333333333	0	3.7142857143	0			3.5833333333	0	3.3846153846	0	4	0	2.5	0	1.6666666667	0	3	4	3.6666666667	4	4	4.3333333333	0		3.75	0	1.32175584	2.3333333333	1.6666666667	0	26	3.65	-1.393013452	60	71	-32.07498512	4.3846153846	0	2	-3.625	0	4.25	3	6.5	7	6	5	3.6666666667	5	0	0	0	0	0				3.1111111111	0	0	0	0	0												9			-4	4.75	0		4		4		4		4		16		12		5						4.3333333333	0		6	4.3333333333	7	5	5	5	5	3.4736842105	3.6	2	3	4.75	4.6666666667	0	0	0	0	0	0	4.4166666667	5	3.6666666667	4	5	0	0	0	0	0	0	2.875	0	2.125	0.7537718024	0.3273589344	8.265625	3.7142857143	0	1.2857142857	0.2513144283	0.1091444694	13.795918367	-0.255512743	0	1	0	5	0	6.5	0	2	0	5.5	0	0	0	0	1	2.4	0			4.6	0	-2	-7
